Round,.metric,.estimator,.estimate,race_time_milliseconds,race_time_mins,race_time_hrs
1,rmse,standard,9783.269793123603,5914104.3353751395,98.56840558958565,1.6428067598264275
2,rmse,standard,3793.236873059466,5709757.27072645,95.16262117877416,1.5860436863129028
3,rmse,standard,5817.905730386484,5329073.148974435,88.81788581624059,1.4802980969373432
4,rmse,standard,15360.116241126023,5389352.8885321105,89.82254814220184,1.4970424690366975
5,rmse,standard,8254.049189859948,5858374.232572624,97.63957054287708,1.6273261757146178
6,rmse,standard,10362.333475162552,5757134.013466729,95.95223355777881,1.5992038926296468
7,rmse,standard,6228.063019457058,6169225.843339451,102.82043072232418,1.7136738453720697
8,rmse,standard,15986.947361734628,5871229.170584677,97.85381950974461,1.630896991829077
9,rmse,standard,1482.0895282577335,5557072.363657195,92.61787272761993,1.5436312121269986
10,rmse,standard,28349.40340385578,5804188.402821278,96.73647338035464,1.612274556339244
11,rmse,standard,6092.18956638162,5112762.768975289,85.21271281625481,1.4202118802709136
12,rmse,standard,1841.8843500766432,5340818.8457044875,89.01364742840812,1.4835607904734687
13,rmse,standard,4795.231132567229,5989059.854983028,99.81766424971714,1.6636277374952855
14,rmse,standard,7381.021818204387,5085538.2852059975,84.75897142009995,1.4126495236683327
15,rmse,standard,4534.431581858203,5643817.701294555,94.06362835490926,1.5677271392484875
16,rmse,standard,12796.940542593418,4811410.141083035,80.19016901805058,1.3365028169675097
17,rmse,standard,4091.176721011754,6444305.174011813,107.40508623353021,1.7900847705588367
18,rmse,standard,1446.192458890763,5196949.231535426,86.61582052559044,1.4435970087598406
19,rmse,standard,3623.5200840053035,5856512.50296875,97.60854171614584,1.6268090286024306
20,rmse,standard,8181.331687263619,6055588.890222932,100.92648150371554,1.6821080250619256
21,rmse,standard,5401.200779184297,5696933.147918148,94.9488857986358,1.5824814299772634
22,rmse,standard,6674.764008281338,6206895.165891449,103.44825276485749,1.724137546080958
