race_time_milliseconds,race_time_mins,race_time_hrs,Round
5723563.112137457,95.39271853562428,1.5898786422604048,1
5606249.410669203,93.43749017782005,1.5572915029636676,2
5345226.216089556,89.0871036014926,1.4847850600248766,3
5613946.289801764,93.56577149669607,1.5594295249449346,4
5790135.751683331,96.50226252805552,1.6083710421342587,5
5771474.655085825,96.19124425143042,1.603187404190507,6
6248530.680588387,104.14217800980644,1.7357029668301074,7
5916876.671106107,98.61461118510178,1.6435768530850297,8
5578688.407073179,92.97814011788633,1.5496356686314388,9
5115612.827788232,85.26021379647054,1.4210035632745088,10
5054328.477096049,84.23880795160082,1.4039801325266803,11
5312220.069533245,88.5370011588874,1.4756166859814568,12
5967068.79924947,99.45114665415784,1.6575191109026306,13
5069739.203062612,84.49565338437687,1.4082608897396143,14
5571302.018867614,92.85503364779356,1.5475838941298927,15
4732128.047729592,78.8688007954932,1.31448001325822,16
7242167.210802693,120.70278684671155,2.011713114111859,17
5259750.3593457565,87.66250598909595,1.4610417664849324,18
5804015.427260451,96.73359045434086,1.6122265075723474,19
6021555.973644325,100.35926622740541,1.6726544371234235,20
5568197.520113858,92.80329200189765,1.5467215333649607,21
6236661.708365892,103.9443618060982,1.7324060301016366,22
